identifiant;libelle_du_site;caracteristique_du_site;adresse;complement_d_adresse;lieu_dit;code_postal;localite;pays;latitude;longitude;latlon;precision_du_geocodage;numero_de_telephone;changeur_de_monnaie;distributeur_de_billets;distributeur_de_timbres;photocopie;distributeur_pret_a_poster;affranchissement_libre_service;bornes_de_rechargement_moneo;accessibilite_absence_de_ressaut_de_plus_de_2_cm_de_haut;accessibilite_automate_d_affranchissement_avec_prise_audio;accessibilite_boucle_magnetique_en_etat_de_fonctionnement;accessibilite_distributeur_de_billets_avec_prise_audio;accessibilite_entree_autonome_en_fauteuil_roulant_possible;accessibilite_pas_d_escalier_ou_bandes_de_vigilance_presentes;accessibilite_presence_d_un_panneau_prioritaire;accessibilite_borne_sonore_en_etat_de_fonctionnement;accessibilite_espace_de_circulation_interieur_suffisant_pour_pmr;accessibilite_presence_d_un_espace_confidentiel_accessible_pmr;accessibilite_presence_d_un_gab_externe_accessible_pmr;accessibilite_presence_d_un_guichet_surbaisse_ou_d_un_ecritoire;accessibilite_presence_d_une_bande_de_guidage_au_sol
05199A;AUMESSAS AP;Agence postale;LA VIALLE;;;30770.0;AUMESSAS;FRANCE;43.9915;3.502513;43.9915, 3.502513;Géocodé au centre de la commune;467715512.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05206A;BEAUVOISIN BP;Bureau de poste;392 RUE DE LA POSTE;;;30640.0;BEAUVOISIN;FRANCE;43.71968;4.320846;43.71968, 4.320846;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
05207A;BELLEGARDE BP;Bureau de poste;1 RUE THIERS;;;30127.0;BELLEGARDE;FRANCE;43.754681;4.515007;43.754681, 4.515007;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non
05208A;BERNIS BP;Bureau de poste;BOULEVARD CHARLES MOURIER;;;30620.0;BERNIS;FRANCE;43.766245;4.287268;43.766245, 4.287268;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
05215A;BOURDIC AP;Agence postale;RUE ANCIENNE POSTE;;;30190.0;BOURDIC;FRANCE;43.983193;4.330047;43.983193, 4.330047;Géocodé au milieu de la rue;466812030.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05220A;CABRIERES AP;Agence postale;PLACE DE L HOTEL DE VILLE;;;30210.0;CABRIERES;FRANCE;43.904853;4.47188;43.904853, 4.47188;Géocodé au numéro;466759890.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05223A;LA CALMETTE BP;Bureau de poste;9 AVENUE CHARLES DE GAULLE;;;30190.0;LA CALMETTE;FRANCE;43.92511;4.260983;43.92511, 4.260983;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Oui;Non
05224A;CALVISSON;Bureau de poste;PLACE MIREIO;;;30420.0;CALVISSON;FRANCE;43.786489;4.19377;43.786489, 4.19377;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Oui
05226A;CARDET AP;Agence postale;PLACE DE LA MAIRIE;;;30350.0;CARDET;FRANCE;44.025595;4.081137;44.025595, 4.081137;Géocodé au milieu de la rue;466610623.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05228A;CASTILLON DU GARD AP;Agence postale;PLACE DU 8 MAI 1945;;;30210.0;CASTILLON DU GARD;FRANCE;43.968696;4.555087;43.968696, 4.555087;Géocodé au centre de la commune;466373554.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05229A;CAVEIRAC BP;Bureau de poste;ROUTE DE NIMES;;;30820.0;CAVEIRAC;FRANCE;43.822756;4.266266;43.822756, 4.266266;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non
05231A;CENDRAS BP;Bureau de poste;RUE GABRIEL GUIRAUD;;;30480.0;CENDRAS;FRANCE;44.156092;4.054629;44.156092, 4.054629;Géocodé au milieu de la rue;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05233A;CHUSCLAN AP;Agence postale;PLACE BARON LEROY;;;30200.0;CHUSCLAN;FRANCE;44.148793;4.683139;44.148793, 4.683139;Géocodé au milieu de la rue;466821448.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05237A;COLLIAS AP;Agence postale;52 ROUTE D UZES;;;30210.0;COLLIAS;FRANCE;43.9556469;4.4807068;43.9556469, 4.4807068;Géocodé au milieu d un îlot;466228050.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05246A;CRUVIERS LASCOURS AP;Agence postale;PLACE DU CHAMP DE FOIRE;;;30360.0;CRUVIERS LASCOURS;FRANCE;44.0041;4.204891;44.0041, 4.204891;Géocodé au milieu de la rue;466832173.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05248A;DOMAZAN AP;Agence postale;PLACE DE L EGLISE;;;30390.0;DOMAZAN;FRANCE;43.929694;4.650767;43.929694, 4.650767;Géocodé au milieu de la rue;466571209.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05250A;DURFORT ET ST MARTIN DE SOSSENAC AP;Agence postale;LE CHEMIN NEUF;;;30170.0;DURFORT ET ST MARTIN DE SOSSENAC;FRANCE;43.989996;3.956299;43.989996, 3.956299;Géocodé au milieu de la rue;466712795.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05252A;EUZET LES BAINS AP;Agence postale;PLACE DE LA MAIRIE;;;30360.0;EUZET;FRANCE;44.075492;4.233317;44.075492, 4.233317;Géocodé au milieu de la rue;466568207.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01066A;MARIAC AP;Agence postale;AU BOURG;;;7160.0;MARIAC;FRANCE;44.889094;4.373709;44.889094, 4.373709;Géocodé au centre de la commune;475082987.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01083A;PRIVAS;Bureau de poste;AVENUE DE L EUROPE UNIE;;;7000.0;PRIVAS;FRANCE;44.733697;4.597816;44.733697, 4.597816;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui
01085A;ROCHEMAURE BP;Bureau de poste;23 AVENUE DU TEIL;;;7400.0;ROCHEMAURE;FRANCE;44.587299;4.703877;44.587299, 4.703877;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non
01087A;ROCHER AP;Agence postale;QUARTIER DU PONTET;;;7110.0;ROCHER;FRANCE;44.575392;4.284956;44.575392, 4.284956;Géocodé au centre de la commune;475380013.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01093A;SAINT AGREVE BP;Bureau de poste;8 AVENUE DES CEVENNES;;;7320.0;ST AGREVE;FRANCE;45.011009;4.393577;45.011009, 4.393577;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non
01096A;SAINT ANDRE DE CRUZIERES AP;Agence postale;AU BOURG;;;7460.0;ST ANDRE DE CRUZIERES;FRANCE;44.314497;4.21642;44.314497, 4.21642;Géocodé au centre de la commune;475892904.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01100A;SAINT CHRISTOL AP;Agence postale;LE VILLAGE;;;7160.0;ST CHRISTOL;FRANCE;44.867193;4.440526;44.867193, 4.440526;Géocodé au centre de la commune;475294059.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01102A;SAINT DESIRAT AP;Agence postale;;;;7340.0;ST DESIRAT;FRANCE;45.256291;4.785471;45.256291, 4.785471;Géocodé au centre de la commune;475334765.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01111A;SAINT JULIEN BOUTIERES AP;Agence postale;AU BOURG;;;7310.0;ST JULIEN BOUTIERES;FRANCE;44.973897;4.351187;44.973897, 4.351187;Géocodé au centre de la commune;475304400.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01118A;SAINT LAURENT LES BAINS AP;Agence postale;AU BOURG;;;7590.0;ST LAURENT LES BAINS;FRANCE;44.606596;3.970192;44.606596, 3.970192;Géocodé au centre de la commune;466464374.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01120A;SAINT MARCEL LES ANNONAY AP;Agence postale;PLACE DE L EGLISE;;;7100.0;ST MARCEL LES ANNONAY;FRANCE;45.286592;4.628271;45.286592, 4.628271;Géocodé au centre de la commune;475332772.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01123A;SAINT MARTIN DE VALAMAS BP;Bureau de poste;RUE DE LA POSTE;;;7310.0;ST MARTIN DE VALAMAS;FRANCE;44.936481;4.36856;44.936481, 4.36856;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01126A;SAINT PAUL LE JEUNE BP;Bureau de poste;PLACE DE L EGLISE;;;7460.0;ST PAUL LE JEUNE;FRANCE;44.33987;4.151428;44.33987, 4.151428;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non
01127A;SAINT PERAY BP;Bureau de poste;19 RUE DE LA REPUBLIQUE;;;7130.0;ST PERAY;FRANCE;44.945939;4.844895;44.945939, 4.844895;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non
01133A;SAINT ROMAIN D AY AP;Agence postale;AU BOURG;;;7290.0;ST ROMAIN D AY;FRANCE;45.164296;4.663123;45.164296, 4.663123;Géocodé au centre de la commune;475344735.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01136A;SAINT VICTOR AP;Agence postale;PLACE DE LA MAIRIE;;;7410.0;ST VICTOR;FRANCE;45.100697;4.673019;45.100697, 4.673019;Géocodé au centre de la commune;475087347.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01137A;SARRAS BP;Bureau de poste;AVENUE DES CEVENNES;;;7370.0;SARRAS;FRANCE;45.186839;4.796323;45.186839, 4.796323;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
01140A;LA SOUCHE AP;Agence postale;LE BOURG;;;7380.0;LA SOUCHE;FRANCE;44.629099;4.198722;44.629099, 4.198722;Géocodé au centre de la commune;475370052.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01143A;THUEYTS;Bureau de poste;PLACE DU CHAMP DE MARS;;;7330.0;THUEYTS;FRANCE;44.67506;4.221013;44.67506, 4.221013;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
01149A;VAGNAS AP;Agence postale;AU BOURG;;;7150.0;VAGNAS;FRANCE;44.344994;4.366774;44.344994, 4.366774;Géocodé au centre de la commune;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01153A;VANOSC AP;Agence postale;PLACE DE L EGLISE;;;7690.0;VANOSC;FRANCE;45.224395;4.55015;45.224395, 4.55015;Géocodé au milieu de la rue;475675204.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01154A;LES VANS BP;Bureau de poste;LA ROUCHEYROLLE;;;7140.0;LES VANS;FRANCE;44.405657;4.128526;44.405657, 4.128526;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non
01158A;VILLENEUVE DE BERG BP;Bureau de poste;RUE NATIONALE;;;7170.0;VILLENEUVE DE BERG;FRANCE;44.557245;4.501489;44.557245, 4.501489;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01159A;VILLEVOCANCE AP;Agence postale;LE VILLAGE;;;7690.0;VILLEVOCANCE;FRANCE;45.225695;4.588508;45.225695, 4.588508;Géocodé au centre de la commune;475334854.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01164A;VOGUE AP;Agence postale;LE VILLAGE;;;7200.0;VOGUE;FRANCE;44.551064;4.41337;44.551064, 4.41337;Géocodé au numéro;475377062.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01175A;CHEMERY SUR BAR AP;Agence postale;ROUTE NATIONALE;;;8450.0;CHEMERY SUR BAR;FRANCE;49.601599;4.866009;49.601599, 4.866009;Géocodé au milieu de la rue;324354062.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01176A;AIGLEMONT AP;Agence postale;8 RUE VICTOR HUGO;;;8090.0;AIGLEMONT;FRANCE;49.781299;4.76588;49.781299, 4.76588;Géocodé au numéro;324333680.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01179A;ASFELD BP;Bureau de poste;15 RUE JACQUES PREVERT;;;8190.0;ASFELD;FRANCE;49.470932;4.119697;49.470932, 4.119697;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non
01180A;ATTIGNY BP;Bureau de poste;17 PLACE CHARLEMAGNE;;;8130.0;ATTIGNY;FRANCE;49.478114;4.578639;49.478114, 4.578639;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
01181A;CHOOZ AP;Agence postale;RUE PIERRE VIENOT;;;8600.0;CHOOZ;FRANCE;50.103697;4.806514;50.103697, 4.806514;Géocodé au milieu de la rue;324418992.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01195A;CARIGNAN;Bureau de poste;7 PLACE DU DOCTEUR GAIRAL;;;8110.0;CARIGNAN;FRANCE;49.631766;5.168703;49.631766, 5.168703;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non
01197A;CHARLEVILLE MEZIERES HOTEL DE VILLE;Bureau de poste;6 PLACE DE L HOTEL DE VILLE;;;8000.0;CHARLEVILLE MEZIERES;FRANCE;49.760591;4.719209;49.760591, 4.719209;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Oui
01204A;DOUZY BP;Bureau de poste;2 B RUE DE L UNION;;;8140.0;DOUZY;FRANCE;49.669835;5.042593;49.669835, 5.042593;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
01211A;GIVET;Bureau de poste;17 PLACE DE LA REPUBLIQUE;;;8600.0;GIVET;FRANCE;50.135298;4.828249;50.135298, 4.828249;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Oui
01216A;HARGNIES AP;Agence postale;21 RUE GABRIEL BRICHET;;;8170.0;HARGNIES;FRANCE;50.019899;4.791189;50.019899, 4.791189;Géocodé au milieu de la rue;324416527.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01223A;LIART AP;Agence postale;PLACE DE LA MAIRIE;;;8290.0;LIART;FRANCE;49.7695;4.342066;49.7695, 4.342066;Géocodé au centre de la commune;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01224A;LONNY AP;Relais poste commerçant;RUE SAINT BERNARD;;;8150.0;LONNY;FRANCE;49.815693;4.589558;49.815693, 4.589558;Géocodé au milieu de la rue;324371740.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01229A;MATTON ET CLEMENCY AP;Relais poste commerçant;22 GRANDE RUE;;;8110.0;MATTON ET CLEMENCY;FRANCE;49.665698;5.20426;49.665698, 5.20426;Géocodé au milieu de la rue;324530655.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01264A;TOURNES BP;Bureau de poste;RUE RENE DUPONT;;;8090.0;TOURNES;FRANCE;49.795815;4.636401;49.795815, 4.636401;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
01276A;CHARLEVILLE MEZIERES MANCHESTER BP;Bureau de poste;RUE MARYSE BASTIE;;;8000.0;CHARLEVILLE MEZIERES;FRANCE;49.763013;4.691807;49.763013, 4.691807;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Oui
01278A;REVIN ORZY BP;Bureau de poste;622 A AVENUE D ORZY;;;8500.0;REVIN;FRANCE;49.929795;4.648489;49.929795, 4.648489;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01279A;SEDAN TORCY BP;Bureau de poste;14 AVENUE PASTEUR;;;8200.0;SEDAN;FRANCE;49.697795;4.927329;49.697795, 4.927329;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Oui
01290A;ANDORRE LA VIEILLE;Bureau de poste;CARRER PERE D URG 1;;;9999.0;ANDORRE LA VIEILLE;FRANCE;;;;;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
01296A;LA MASSANA AP;Agence postale;AOGDA ST ANTONI N 41;;;9920.0;LA MASSANA;FRANCE;;;;;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01312A;LES BORDES SUR LEZ AP;Agence postale;;;;9800.0;LES BORDES SUR LEZ;FRANCE;42.902593;1.028578;42.902593, 1.028578;Géocodé au centre de la commune;561047654.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01320A;CAUMONT AP;Agence postale;ROUTE DEPARTEMENTALE;MAIRIE;;9160.0;CAUMONT;FRANCE;43.028997;1.085289;43.028997, 1.085289;Géocodé au centre de la commune;534145542.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01322A;DUN BP;Bureau de poste;;LE BOURG;;9600.0;DUN;FRANCE;43.02764;1.800163;43.02764, 1.800163;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01324A;ERCE BP;Bureau de poste;;;;9140.0;ERCE;FRANCE;42.847684;1.290553;42.847684, 1.290553;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01325A;ESCOSSE BP;Bureau de poste;AVENUE DES PYRENEES;;;9100.0;ESCOSSE;FRANCE;43.124049;1.548819;43.124049, 1.548819;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01336A;LAVELANET;Bureau de poste;39 B RUE JEAN JAURES;;;9300.0;LAVELANET;FRANCE;42.931463;1.84646;42.931463, 1.84646;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non
01341A;LUZENAC RPC AP;Relais poste commerçant;1 RUE DE LA MAIRIE;CHEZ EMILIO;;9250.0;LUZENAC;FRANCE;42.762379;1.759513;42.762379, 1.759513;Géocodé au numéro;561050980.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01342A;LE MAS D AZIL;Bureau de poste;7 RUE DU MOURET;;;9290.0;LE MAS D AZIL;FRANCE;43.081198;1.361739;43.081198, 1.361739;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non
01349A;MONTAUT AP;Agence postale;PLACE DE LA MAIRIE;MAIRIE;;9700.0;MONTAUT;FRANCE;43.187503;1.644268;43.187503, 1.644268;Géocodé au numéro;561674314.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01358A;PAILHES AP;Agence postale;;;;9130.0;PAILHES;FRANCE;43.102267;1.442124;43.102267, 1.442124;Géocodé au numéro;561699508.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01359A;PAMIERS;Bureau de poste;PLACE DE LA REPUBLIQUE;;;9100.0;PAMIERS;FRANCE;43.115991;1.610079;43.115991, 1.610079;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui
01362A;PRAT BONREPAUX BP;Bureau de poste;ALLEE DE LA REPUBLIQUE;;;9160.0;PRAT BONREPAUX;FRANCE;43.029897;1.018057;43.029897, 1.018057;Géocodé au milieu de la rue;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui
01364A;RABAT LES TROIS SEIGNEURS AP;Agence postale;LE BOURG;MAIRIE;;9400.0;RABAT LES TROIS SEIGNEURS;FRANCE;42.855592;1.552592;42.855592, 1.552592;Géocodé au centre de la commune;561059485.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01367A;RIVERENERT AP;Agence postale;;;;9200.0;RIVERENERT;FRANCE;42.956996;1.228539;42.956996, 1.228539;Géocodé au centre de la commune;561044101.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01369A;SAINT AMADOU AP;Agence postale;;;VILLAGE;9100.0;ST AMADOU;FRANCE;43.110391;1.72303;43.110391, 1.72303;Géocodé au numéro;561687082.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01373A;SAINT JEAN DU FALGA BP;Bureau de poste;15 RUE JULES FERRY;;;9100.0;ST JEAN DU FALGA;FRANCE;43.086194;1.626819;43.086194, 1.626819;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui
01389A;SOULAN AP;Agence postale;;LE BOURG;;9320.0;SOULAN;FRANCE;42.912199;1.232418;42.912199, 1.232418;Géocodé au milieu de la rue;534140931.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01392A;USTOU BP;Bureau de poste;VILLAGE LE TREIN D USTOU;;;9140.0;USTOU;FRANCE;42.79884;1.26376;42.79884, 1.26376;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui
01402A;ARCIS SUR AUBE;Bureau de poste;10 RUE DE PARIS;;;10700.0;ARCIS SUR AUBE;FRANCE;48.536489;4.140485;48.536489, 4.140485;Géocodé au numéro;3631.0;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01413A;LES BORDES AUMONT BP;Bureau de poste;5 RUE DU RELAIS;;;10800.0;LES BORDES AUMONT;FRANCE;48.184734;4.122857;48.184734, 4.122857;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01416A;BREVONNES AP;Relais poste commerçant;2 RUE DE DIENVILLE;;;10220.0;BREVONNES;FRANCE;48.360295;4.402156;48.360295, 4.402156;Géocodé au centre de la commune;325464006.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01418A;BUCHERES AP;Relais poste commerçant;3 ROUTE DE LA MAISON BLANCHE;;;10800.0;BUCHERES;FRANCE;48.235222;4.109443;48.235222, 4.109443;Géocodé au numéro;325418800.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01422A;CHAPELLE SAINT LUC CENTRE (LA);Bureau de poste;14 RUE LEO LAGRANGE;;;10600.0;LA CHAPELLE ST LUC;FRANCE;48.312493;4.044349;48.312493, 4.044349;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui
